pair_id,name_1,name_2,is_duplicate
1958,Sto Corp,"Yigang Logistics Co., Ltd.",0
1959,Nalco,Papelera Nacional,0
1960,AGIP,SOPREMA GROBBENDONK,0
1961,"Elastomeric Engineering Co., Ltd.","Eia Co., Ltd.",0
1962,1 4103412224 Tel Ex 1 410341 23,Societe General,0
1963,"Carlisle Coatings & Waterproofing, Inc.",Carlisle Coatings & Wtrprfng,1
1964,Red Oak Logistics,Camelot Logistics,0
1965,Kia Inc.,Gj Chemical Co. Inc.,0
1966,Dispersiones Plasticas S.A. De C.V,Plastinova S A,0
1967,Surinaamse Rubber En Plastic,Orion Plastics Inc.,0
1968,Covestro Industria E Comercio De Polimeros Ltda,Embatiba Industria E Comercio Ltda,0
1969,Us. Rubber Corp.,"Guangzhou Zengwei Rubber Co., Ltd.",0
1970,Rahma Abdi Nour,G B Corporation,0
1971,Soudal Brasil Industria & Comercio De Produtos Quimicos Ltda,Lodhia Steel Industries Ltd.,0
1972,Antonio Bruna Cuarto Y Asociados Sa,"Town Co., Ltd.",0
1973,Ing Bank N.V.,Bnx,0
1974,"Servo Med Industries Pvt., Ltd.",Buddha Metal Industries,0
1975,L&V International Inc.,"Shandong Rongxin Imp. & Exp. Co., Ltd.",0
1976,Mane Sa,"Instrument Parts Co., Ltd. Qingdao Freshman",0
1977,Os Sales Co Inc.,Kp Sales Inc.,0
1978,"Shanghai Television & Electronics Imp. & Exp. Co., Ltd.",Sto Corp,0
1979,Nishat (Chunian) Ltd.,Usa.,0
1980,"Shenzhen Great Machinery Co., Ltd.",Kinder Co. (Pty) ) Ltd.,0
1981,Rugby World Cup 2018 Promotion,Protex S.A.,0
1982,M2 A,Zenith Rubber Industries Middle Eas,0
1983,Pt . Grand Textile Industry,Rahmat Textiles Ltd.,0
1984,Bedi Investments Ltd.,"Beijing Tian Hong Cheng Invstment Conesultng Co., Ltd.",0
1985,Ramesh And Co.,Bellaire Shooting Range,0
1986,Orion Plastics Inc.,"Arts Group Plastic Mould (Shenzhen) Co., Ltd.",0
1987,Shenzhen Comflex Trading Ltd.,Merit Trading Ltd.,0
1988,Yasir Chemical,"Kun Shan Pan Qing Chemical Co., Ltd.",0
1989,Bando India,"Lord India Pvt., Ltd.",0
1990,Techno Steel Processing De Mexico,Tempe Mexico S.A. De C.V.,0
1991,Gol Iplik Seremet Tekstil Sanayi Ve,Sunray International Ltd.,0
1992,Tss Corp.,Coats Mexico Sa De Cv,0
1993,Shri Arihant Industries,Pidilite Industries Ltd.,0
1994,Pil Trading (Egypt) Llc,S K Trading Co.,0
1995,Lear Corporation,Goodyear Tire & Rubber Co.,0
1996,Dimerco Express (Usa.) Corp.,Nippon Express Usa Inc.,0
1997,Wice Logistics Usa Inc.,Tahiti Nui Logistics,0
1998,Hoang Cau Trading Jsc,"Hubei Sinobase Zhonglian Trading Co., Ltd.",0
1999,Australian Rugby Union,Stalori Sa,0
2000,Rojas Morales Carlos Julio,B.C,0
2001,Km Trading Co Llc,Ultra Trading Intern,0
2002,"Kesaria Rubber Industries Pvt., Ltd.",Reliance Industries Ltd.,0
2003,Ge Global Sourcing India Private Ltd.,Inarco Private Ltd.,0
2004,Red Oak Logistics,Plasticus Sa De Cv,0
2005,Prs Enterprises,Pride International Inc.,0
2006,Oblimax S.A.C,Combimar & Agemar Sp A,0
2007,Eucatex Of North America Inc.,Pentel Of America Ltd.,0
2008,Csg Chemical Inc.,"Dongguan Chemicals Imp. & Exp. Co., Ltd. Of Guangdong",0
2009,Tata Chemicals Ltd.,Jhunsons Chemicals,0
2010,A S International,Afa Industries De Mexico Sa De Cv,0
2011,Broan Building Products Mexico S.De R.L.De C.V.,S R International,0
2012,Sanmina Sci Corporation,"Sailun Co., Ltd.",0
2013,Ooo Transtechno,210 Brands Inc.,0
2014,Xiamen Xiangyu Golden Festival,Snf,0
2015,American Foods Peru Eirl,Ilg,0
2016,"Pack Tech Pvt., Ltd.","Dalian Zhongyuan Technology Co., Ltd.",0
2017,Supply Solutions Network Llc,Play Club S.A. De C.V.,0
2018,"T.A. Corporation Pvt., Ltd.",Sampath Bank,0
2019,A & A International,Sami Abd Alatif Abo Alrup,0
2020,Zamotronics Investment Ltd.,Trent Ltd.,0
2021,Amar Industries,Ymb Industrias E.I.R.L,0
2022,Wise Zone Builders Private Ltd.,Kia Inc.,0
2023,Andeli India Private Ltd.,Dmg Mori India Private Ltd.,0
2024,Mondi Scunthorpe Limited,pirelli tyre russia,0
2025,Mohammed Jameel Al Turaiki & Bros.,Ram,0
2026,Hindustan Rubber Trading Co.,Us Rubber Recycling Inc.,0
2027,Aim International,"Suzhou Bei Tai Material Science And Technology Co., Ltd.",0
2028,"Lima Strength Plastic Products (Shenzhen) Co., Ltd.","Freuden Medical Plastic Hardware Products (Shenzhen) Co., Ltd.",0
2029,Chemin Enterprises,Tanver Enterprise,0
2030,Minnesota Rubber Mexico S De Rl De Cv,Itc Ltd.,0
2031,Stp Ltd.,"Meen Been Elastomers Pvt., Ltd.",0
2032,Seth International Corporation,Saehawk Ecobaby Aps,0
2033,Co. One,Del Corona & Scardigli Usa,0
2034,"Thai Arai Co., Ltd.","Cumi Abrasive And Ceramics Co., Ltd.",0
2035,Alxrma Trading Co.,Darshan Kirpa General Trading Llc,0
2036,Main Tape Co.,"Suzhou Yingfu Basi Trade Co., Ltd.",0
2037,Ulitex Sole Peru Sociedad Anonima Cerrad,Linex,0
2038,Importaciones Y Distribuciones,Sas Sports Ltd.,0
2039,Southwest Manufacturas De Mexico S De Rl De Cv,Ana De Mexico Sa De Cv,0
2040,Ammeraal Beltech Ag,Amster S.A.,0
2041,"Zhongshan Lihui Metal Products Co., Ltd.","Nanhai Light Industrial Products Imp. & Exp. Co., Ltd. Of Guangdong",0
2042,"Eia Co., Ltd.",Opal Sportswear (Pty) Ltd.,0
2043,"Rohlig India Pvt., Ltd.",Dsa,0
2044,"Systematic Tool And Die Co., Ltd.",Land Zone International Corp.,0
2045,Sho International,"Sirui Bao Film Technology (Hangzhou) Co., Ltd.",0
2046,Izi International,Exotic Farm Fertilizer,0
2047,Sati Group Sp A .,Marketing Investment Group S.A.,0
2048,ANKARA INSAAT TICARET ve SANAYI LIMITED SIRKETI,Soudal NV,0
2049,Slot Logistics Ltda,"Shanghai Wailianfa Logistics Co., Ltd.",0
2050,Ikea Distributioin Services,Chembond Distribution,0
2051,Tag Corporation,Horizon International Cargo I,0
2052,A. Walecka & Son Storage Warehouse,Ihsan Sons (Pvt) Ltd.,0
2053,Midas Treads (India) Private Ltd.,Rfe International Inc.,0
2054,Sinopec Huadong Oilfield Service Corporation,Taiwan Synthetic Rubber Corp. ,0
2055,Pt Bridgestone Tire Indonesia,"Thai Bridgestone Co., Ltd.",1
2056,Southland Polymers,Dovetail Polymers Ltd.,0
2057,Rulmeca (Malaysia) Sdn Bhd,Al Amal Co.,0
2058,Ecu International Nv,"Xin Yang Jing Technology (Shanghai) Co., Ltd.",0
2059,D. Sadi,"Xi’An Savi Nacelles Co., Ltd.",0
2060,"Ningbo Haijie Kaiwei Imp. & Exp. . Co., Ltd.",Balaji Imp. & Exp.,0
2061,Sho International,"Tunbow Electrical (Huizhou) Co., Ltd.",0
2062,3M Company (NYSE:MMM),APPIA LIANTS OUEST ( ALO),0
2063,Arabian Chemical Industries,Plasticaucho Industries S.A.,0
2064,Ininco S A,Alcatel Lucent Shinco Performance Elastomers (Changzhou) Have,0
2065,Kraton Polymers Us. Llc,"Neopolymer Co., Ltd.",0
2066,Inversiones Bogantes Y Corella Sociedad Anonima,Evershine International,0
2067,Domek Logistics,"Qingdao Binjie International Logistics Co., Ltd.",0
2068,Pon Pure Chemical,Shri Krishan Rubber Chemical,0
2069,Swapnil Enterprise,Wpk Llc,0
2070,Gap Inc.,Graznel Sa,0
2071,United Plastics Group De Mexico Sa De Cv,Pf Group S.A.,0
2072,Canadian Saddlery & Supply Inc.,Hana International,0
2073,Technovinyl Polymers India ltd,WERNER JANIKOWO,0
2074,Egl Eagle Global Logistics,Acs International Sa De Cv,0
2075,"Pacific Eagle Enterprise Co., Ltd.",Pacific Cup Inc.,0
2076,"K&S International Co., Ltd.",Hp Inc. Jointly And Severally With,0
2077,Kip Chemicals,Sitara Chemical Industries Ltd.,0
2078,Itc Ltd.,Mining Engineering Services Sarl,0
2079,awp-rohstoffe,MAKYOL,0
2080,Pyramid Lines 19600 Western Avenue,R.I.Intl,0
2081,Ayyad Al Rashidi Trading Est.,"Day Lek (Shanghai) Trading Co., Ltd.",0
2082,Mahafiz Trading Co.,Merit Chemical Trading Ltd.,0
2083,D R Polymers Private Ltd.,Wise Zone Builders Private Ltd.,0
2084,Sto Corp,Soft Tex,0
2085,NAFTNA INDUSTRIJA SRBIJE,Vetroasfalto S.p.a.,0
2086,Omnova Solutions Inc.,Grippo Solutions (India ) Private Ltd.,0
2087,"Guangzhou Free Elephant Logistics Service Co., Ltd.",Mines Services Ltd.,0
2088,KVK,Renia Gesellschaft mbH.,0
2089,Gymap Compound Sas,Celu buvniecibas sabiedriba Igate Ltd,0
2090,ÖMÜR TABAN,Suit-Kote Corporation,0
2091,"Ncm International Co., Ltd.",Le Caoutchouc Mfg.,0
2092,awp-rohstoffe,Dortmunder Gussasphalt Gmbh & Co. Kg,0
2093,Delta Electronics India Private Ltd.,Capris S.A.,0
2094,"Jiangxi Lianyu Rubber Industry Co., Ltd.",K.A. Auto Industry,0
2095,W.A. International,Jowat Corporation,0
2096,"T.A. Corporation Pvt., Ltd.",Qasim Traders,0
2097,J & R Empaquetaduras Y Suministros Indus,Usa.,0
2098,Coco Paving Inc.,Termcotank S.A.,0
2099,Talema Electronic (India) Private Ltd.,"Indus ""Rti"" Llc",0
2100,"Dongguan Wei Bao Sports Equipment Co., Ltd.",Odisa Concrete Equipment Sa De Cv,0
2101,SA APLIX,FAMOS GMBH,0
2102,Midcontinental Chemical,"Dongguan Central Chemical Co., Ltd.",0
2103,Quimica Latinoamericana S.A.,Itc Ltd.,0
2104,Industrias Bell Power Ca,Mti Llc,0
2105,American Trading Co. Japan,Union Trading Co.,0
2106,Gemco Rubber Private Ltd.,Trimac Products Private Ltd.,0
2107,Titron Rubber Industries (M) Sdn. B,Hln Rubber Industries Sdn Bhd,0
2108,Rexline Rubber (Pty) Ltd.,General Tyre And Rubber Co.,0
2109,"National Science And Technology Co., Ltd. Of Dongguan City",Sentrix Technology Sdn. Bhd.,0
2110,Rainco Ltda,Brascola Ltda,0
2111,Intendencia Nacional De Bomberos Del Per,"Octene Co., Ltd.",0
2112,Mitsuba Philippines Corp (F C Imp. & Exp. ),B.C,0
2113,Pcs (Pty) Ltd.,Qingdao International Logistics Ltd. Feng Hengsheng,0
2114,Eurovia CS,Soprema Iberia,0
2115,Pigipada Oü,PR INDUSTRIE,0
2116,D. Sadi,"Suzhou Ao Fei Da Trading Co., Ltd.",0
2117,Guang Zhou Free Trade Zone Topsun Logistics Servi Ceco Ltd.,Expeditors Logistics,0
2118,GOTER,SUNCOR,0
2119,Rubber General Industries India Private Ltd.,K Flex India Private Ltd.,0
2120,Ramesh And Co.,"Rajshila Synthetics Pvt., Ltd.",0
2121,M2 A,W.W.Imp. & Exp. Limitada,0
2122,G B Corporation,The Bank Of Nova Scotia 4 Th Floor,0
2123,Bostik India Private Ltd.,Halliburton Technology India Private Ltd.,0
2124,Butler Home Products Llc. Attn,Accurate Products Inc.,0
2125,"Dispersiones Plasticas, S.A. De C.V.",JOHNS MANSVILLE,0
2126,Mti Worldwide Logistics,"Mir International Co., Ltd.",0
2127,"Abn Imp. & Exp. Pvt., Ltd.","Suzhou Hitarget Imp. & Exp. Co., Ltd.",0
2128,"Mobicool Electronics(Shenzhen) Co., Ltd.",Biscom,0
2129,Holm Industries Sa De Cv,Lancor Rubber Industries,0
2130,Dih Wei Industries Co.,Super Tex Industries,0
2131,"Fuqing Liya Plastic Co., Ltd.","Dongguan Jian De Plastic Materials Co., Ltd.",0
2132,Phoenix Conveyor Belt India (P) Ltd.,Eni Jr286 Inc.,0
2133,Escenarios Y Estructuras Deportivas Sas,Bva Inc.,0
2134,Ram International,Atlanta Trading Co. Inc.,0
2135,Saint Gobain Colombia Sas,Mathiesen Colombia S.A.S,0
2136,Goodrich Cereals,A.L.,0
2137,Best Stock S.A.S,H.S.,0
2138,Indian Cork Industries,Tega Industries Ltd.,0
2139,Us Por,Warehouse Jonesboro,0
2140,Shanghai Yan Xin Car Seat Accessories Ltd.,Sardar Shoes & Accessories,0
2141,C V International Inc.,Puerto Rico Supplies Group,0
2142,"Rohlig India Pvt., Ltd.",Dip Plc,0
2143,Lohmann GmbH & Co. KG,Izolacja-Matizol SA Przedsiębiorstwo Materiałów Izolacyjnych,0
2144,Total Oil India Private Limited,"Compogal - IndUstria De PolImeros, S.A.",0
2145,"Engineering Plastics Co., Ltd. Suzhou Faigle",Tag Corporation,0
2146,S.R. International,Alstom Transport Inc.,0
2147,Craft Multimodal Ltda,Drf Sa,0
2148,Saksham Middle East General Trading,Arabian Darb General Trading And,0
2149,Industrias Madetex Sas,"Shangdong Yokohama Rubber Industrial Products Co., Ltd.",0
2150,S R International,North Rim Pulp And Paper Inc.,0
2151,"Jianming Plastic (Shenzhen) Co., Ltd.",Henkel Corporation,0
2152,"PETROTEKNO, S.A. de C.V.","Repsol, S.A.",0
2153,Ktn Gulf Coast,N J International Inc.,0
2154,IKO SLOVAKIA,INRECO - EMULSJA SP. Z O.O.,0
2155,Fia Sha,"Quadro Chemicals (Shanghai) Co., Ltd.",0
2156,Dana,Danske Bank Lithuania,0
2157,Exxonmobil Chemical Co. Baytown Chemical Plant,M.B,0
2158,Vinar Systems,Cdm Systems,0
2159,Asa International,"Shenzhen Jincaihong Plastic Co., Ltd.",0
2160,Dhaka Rubber International,"Pulsar Rubber Mfg. Co. Pvt., Ltd.",0
2161,H.R. International,Uniweld Products,0
2162,H.S.,Jamuna Spinning Mills Ltd.,0
2163,Attrius Logistics Ltda,Beeline Logistics Inc.,0
2164,AGIP  ( ENI GROUP),OÜ PIGIPADA,0
2165,British American Tobacco Mexico,Coats Mexico S.A. De C.V.,0
2166,Representaciones Globoland Colombia S.A.S.,Main Colombia S.A.,0
2167,Ni Met Polymers Inc.,Amerpol International Inc.,0
2168,R.R.Rapid Service Ltd.,Ace International Ag,0
2169,CALZATURIFICIO FRANCESCHETTI S.R.L.,iko sales,0
2170,Tsp Industrial E Comercial Ltda,Randall Industria E Comercio De Calcados Ltda,0
2171,Flexiflo Projects Gen.Trading,Fass Trading L.L.C,0
2172,Samsun Makina Sanayi A.S.,"Samsung Huanxin ( Xi'an ) Power Battery Co., Ltd.",0
2173,Olam International Ltd.,"Lam Sinh Trading Co., Ltd.",0
2174,Servicios Y Maquilados Internacionales Sa De Cv,Subensambles Internacionales,0
2175,Bridgestone Do Brasil Industria E Comenrcio Ltda,Dsl,0
2176,Tremco,"Mondi (China) Technology Co., Ltd. Film",0
2177,Usa.,Halliburton Overseas Ltd.,0
2178,American Foods Peru Eirl,Canroof Corp. Inc.,0
2179,"Guangdong Dongguan Light Industrial Products Imp. & Exp. Co., Ltd.",M.B,0
2180,Sleep Essentials Roanoke,Ilg,0
2181,Remanso Srl .,Pacific Transformers De Mexicosa De Cv,0
2182,Dsi,"Shenzhen Jieda Trading Co., Ltd.",0
2183,Acrocargo Express Usa Inc.,Capital Express,0
2184,Amik Italia Sp A,"Eia Co., Ltd.",0
2185,Al Rayyan International Gen Trading Llc.,Taraki S.A.S,0
2186,Dsa,"Sanyo Maritime Co., Ltd.",0
2187,Pt . Hasasi International,"Ningbo Shanshan Hanxiang Trading Co., Ltd.",0
2188,"Dongguan Sanxie Polymer Products Co., Ltd.","Shanghai Jiaoyi Polymer Product Co., Ltd.",0
2189,Sim International Inc.,"Guangzhou Polymix Rubber & Plastic Co., Ltd.",0
2190,Poli Tape Industria E Comercio De Fitas Adesivas Ltda,Red Bor Industria & Comercio De Artefatos De Borracha Ltda,0
2191,"Foshan Sanshui Hecheng Plastics Hardware Product Co., Ltd.",Monga Plastics,0
2192,Orotec S.A.,Escort Seal (Usa),0
2193,"Zhongshan City Xiongkai Plastics & Rubbers Electric Industrial Co., Ltd.","Mitsubishi Electric India Pvt., Ltd.",0
2194,Craft Argentina S.A.,Pirelli Neumaticos Argentina Sa,0
2195,S R International,Industrial Y Comercial Rio Bravo Sa De Cv,0
2196,Sankalp Enterprises,Top Polymer Enterprise Llc.,0
2197,OMÜR TABAN,Strabag SE,0
2198,Ez Logistics Llc,"Ge Plastics Shanghai Co., Ltd.",0
2199,Truck Bus Industria E Comercio De Auto Pecas Ltda,Unimat Industries Llc,0
2200,R.I.Intl,Gloire Shoes & Bags Trading (Llc),0
2201,Tan Cang Long Binh Icd Jsc,A S International,0
2202,Spectrum Industrial (Shenzhen) Co. Ltd.,Mil Industries Ltd.,0
2203,First International,Firestone Natural Rubber Co Llc,0
2204,"Shanghai Cangji Logistics Co., Ltd.",Sunland Logistics,0
2205,Solectron Manufactura De Mexico S,1 7044245522 Tel Ex 1 704424 56,0
2206,Luff Industries Ltd.,Rodillos Industriales De Costa Rica S.A.,0
2207,Bns Performance Material Corp,Ilg,0
2208,Oocl Logistics Line Ltd.,Sumisho Global Logistics,0
2209,D.S International,"Methods Automotive Pvt., Ltd.",0
2210,Ecu Australia (Pty) ) Ltd.,Ram International,0
2211,Orta Anadolu Textile Bahrain Co. Wll,Astro Tex Co. Inc.,0
2212,Oshin Synthetic Yarn Ltd.,"Eia Co., Ltd.",0
2213,Delvin Plastics (P) Ltd.,Plastcon Lda,0
2214,Mj Industrial Sa De Cv,Tough Rubber Industries Inc.,0
2215,Racor Llc 5824 Hubbard Dr. Ste. A Rockville Md20852 5810,R.I.Intl,0
2216,Molco Sports Srl .,Sarl Sport Passion,0
2217,Satco Trading Co.,"Zhuhai Jin Yuan Shun Trading Co., Ltd.",0
2218,The Shanghai Commercial,"Intl Trade (Shanghai) Co., Ltd.",0
2219,Logistics Ltd.,Tri Net Logistics,0
2220,"Kid Kraft, L.P.",Kapoor Time Crafter,0
2221,Mondelez India Foods Private Ltd.,Decor India,0
2222,Logistics Zeal Express,Fexpro Inc.,0
2223,Magna Refractaires Inc. Canada,Gap2,0
2224,Greentech Thermal Insulation Llc,Sto Corp,0
2225,THERMOPRENE,TIM IZOLIRKA ,0
2226,Dba Great American Seafood Imp.,Tata International,0
2227,Taiwan Plastics And Polymers,Delvin Plastics (P) Ltd.,0
2228,Alpha Adhesives And Sealants Limited,Makyol insaat Sanayi Turizm Ve Ticaret A S,0
2229,Nidhi Imp. & Exp.,I.B. International,0
2230,Chanda,Dhl Supply Chain,0
2231,Upl Ltd.,"Shenzhen Q Feng Plastic Electronic Products Co., Lt",0
2232,Kmu Corp. S.A.,Chemlub Produtos Quimicos Ltda,0
2233,3 M India Ltd.,Philips India Ltd.,0
2234,Bull Dog Hose Co. Llc,Sho International,0
2235,Ikea Distribution Service(Shanghai),Tt Production Service Co.,0
2236,"Greecon (India) Pvt., Ltd.",Si Group India Ltd.,0
2237,Versalis Pacific Trading (Shanghai),R Pac International Corp,0
2238,Cbc Plastics S.A.,"Jinya Plastics & Hardware (Shenzhen) Co., Ltd.",0
2239,"Shandong Cocrea Tyre Co., Ltd.",Trex Co. Inc.,0
2240,Kapoor Industries,Pt Trisula Textile Industries,0
2241,"Sunteam Technology Co., Ltd.",Adhesives Technology Corp.,0
2242,C And E Ltd.,"Shanghai Jun Yi Imp. & Exp. . Trade Co., Ltd.",0
2243,Indorama Ventures Corlu Pet Sanayi,Cbol Corp,0
2244,Quimica Iberoamericana Sa De Cv,Quintia S.A.,0
2245,Agm Durmont Mexico S.A. De R.L. De,Axson Mexico Sa De Cv,0
2246,"Insa Gpro (Nanjing) Synthetic Rubber Co., Ltd.",Sam International,0
2247,"Shenzhen Sapac Industries Co., Ltd.",Zaman Industries (Pvt.) Ltd.,0
2248,Savino Del Bene Usa Inc.,Ol Usa,0
2249,Binex Line New Jersey,Minelli Sa,0
2250,Gulf Land General Trading,Fanco Trading Co.,0
2251,Allied J B Friction Private Ltd.,Ltd. Lile,0
2252,Southwest Manufacturas De Mexico S De Rl De Cv,Via Systems Manufacturas S. De R.L. De C.V.,0
2253,Ocean Blue Express Inc.,"Qingdao Flyingex Express (Ftz) Logistics Co., Ltd.",0
2254,Jus International Inc.,Contitech Usa Inc.,0
2255,Khawaja Enterprises,Cashbasisenterprises Llc,0
2256,V R Rubber Chemicals,"Pro Rubber Co., Ltd.",0
2257,Shenzhen Zhong Mao Rubber Co . Ltd.,Vs Rubber Inc.,0
2258,"Ever Tech Chemical Co., Ltd.",Empirical Chemical Solutions Private Ltd.,0
2259,Sam International,Ud Pharma Rubber Products,0
2260,Opto Circuits India Ltd.,Uci Inc.,0
2261,"Testo Shenzhen Co., Ltd.","Polytrade Plastic Materials (Shenzhen) Co., Ltd.",0
2262,Tricab Inc.,Nuova Banca Etruria Sp A,0
2263,Tlss Inc.,"Big Into Electronic Products (Shenzhen) Co., Ltd.",0
2264,"Zhangjiagang Yuansheng Chemical Industry Co., Ltd.","Schmalz India Pvt., Ltd.",0
2265,Whistler Enterprises F Z C,"Kiwi Enterprises Pvt., Ltd.",0
2266,Noor Al Qamar Trading,"Mir International Co., Ltd.",0
2267,Smtc,"Guangzhou Nansha Australia Hair Metal Plastics Co., Ltd.",0
2268,"Dongguan Yong Jie Plastic Products Co., Ltd.","Dongguan Wei Shi Plastic Product Co., Ltd.",0
2269,CALZATURIFICIO FRANCESCHETTI S.R.L.,Three Bond Europe S.A.,0
2270,Florida Distribution Center,"Gti International Pvt., Ltd.",0
2271,Adere Produtos Auto Adesivos Ltda,No Address,0
2272,"Staff Service Road Trading (Shenzhen) Co., Ltd.",Jsh Ltd. (Hk),0
2273,Dana Industrias Ltda,Arvind Ltd.,0
2274,Vision Log Consult Aduaneira Logistica & Transportes,Universal Logistics Usa Inc.,0
2275,BITUVER,P.GROUP SO.F.TER. DEUTSCHLAND GmbH,0
2276,"COLAS CZ, a.s.",LOTOS Asfalt Sp. z o.o.,0
2277,"Guangzhou Albis Trade Co., Ltd.","T.A. Corporation Pvt., Ltd.",0
2278,Gms Productos Graficos Limitada,Srf Ltd.,0
2279,Blu Logistics,"Guangzhou Jiangfeng Logistics Co., Ltd.",0
2280,Jus International Inc.,Apeel Peru S.A.C.,0
2281,Ram International,Autoneum Mexico Operations S.A. De C.V.,0
2282,S R International,Walker Component Group Inc.,0
2283,Ict,Tatko Lastik Sanayi Ve Ticaret As,0
2284,Cauchos Industriales S.A.,Sococim Industries,0
2285,Corporacion Mitsuba De Mexico S.A.,Coats Mexico S.A. De C.V.,0
2286,"Kohyei Polymers (India) Pvt., Ltd.",Urethane Polymers International,0
2287,Krom International,Prompt Logistica Do Brasil,0
2288,Soprema Polska Sp Z O O,THERMOPRENE,0
2289,"Dongguan Cimtex Co., Ltd.","Dongguan Yingfeng Rubber Co., Ltd.",0
2290,Dsa,Dial Textile Industries (Pvt) Ltd.,0
2291,Jingmu （Zhuhai） C0. Ltd.,Zhejiang Zhanghai Imp. & Exp.,0
2292,Carlisle Construction Materials,Mapei Construction Chemicals Panama Sociedad Anonima,0
2293,Asz Venture General Trading,Kuresa Sa,0
2294,Synthos rubber,VAYA7,0
2295,Visual Promotions,H.R. International,0
2296,South Asia Textile Industries Lanka,Sika Corporation,0
2297,Banco Economico S.A,Conica Corp.,0
2298,"Dongguan Qifeng Foreign Trade Co., Ltd.",Ford,0
2299,Rondo Pak Inc.,Hpmc Honda Parts Mfg. Corporation,0
2300,"Weilianxing Plastics & Rubber (Shenzhen) Co., Ltd.","Std & D Co., Ltd.",0
2301,"Pro Rubber Co., Ltd.","Camel Rubber (Vietnam) Co., Ltd.",0
2302,Cya Rubber Distribuidora Ltda,"Gti International Pvt., Ltd.",0
2303,Betunel Industria E Comercio Ltda,Industrias Noramex S.A. De C.V.,0
2304,"Jiantai Rubber (Shenzhen) Co., Ltd.","Zhejiang Baina Rubber & Plastic Equipment Co., Ltd.",0
2305,Robertsonindustries Inc.,Pooja Rubber Industries,0
2306,"Polygel Industries Pvt., Ltd.",Apar Industries Ltd.,0
2307,Medex De Mexicosa De Cv,Alexander Dennis Mexico S.A. De C.V.,0
2308,Shamtex Co.Sa,Son Nam Textile Garment Joint Sto,0
2309,"Zhongshan Baikede Electromechanical Co., Ltd.",Mercantil S A,0
2310,Satco Trading Co.,Nanjing Bonagro International Trading Co.,0
2311,"Qingdao Yuan Hao Rubber & Plastic Technology Co., Ltd.",Sant Rubbers Ltd.,0
2312,Manifatture Tecniche Industriali Srl .,Ceeco Industries Inc.,0
2313,Mathiesen Colombia S . A . S.,Quad Graphics Colombia S.A.,0
2314,Nu Cork Products(P) Ltd.,"Dongguan Fengfa Rubber Products Co., Ltd.",0
2315,Ict,"Yuanbai Chemicals (Shanghai) Co., Ltd.",0
2316,Cah Contratistas Generales S.A.,Federal Corp.,0
2317,Vestas Wind Technology India Private Ltd.,Sripath Technologies Llc,0
2318,Kia Inc.,Wartsila Nsd Philippines Inc.,0
2319,C.O.I.M. S.p.A.,ISRL,0
2320,Mafer Ind E Com De Artefatos De Borracha Ltda,Gabbor Industria E Comercio De Borrachas Ltda,0
2321,Tyco Electronics Tecnologias Sa De Cv,Sonica International Inc.,0
2322,Pt . Kewalram Indonesia. Unit Ii,Sara International Inc.,0
2323,Vinh Sanh Trading,"Dongguan Rui Ding Trading Co., Ltd.",0
2324,"Ppap Tokai India Rubber Pvt., Ltd.",Sto Corp,0
2325,Gaucho Industria Comercio Importacao E Exportacao D,Dynal Industrial S.A.,0
2326,M2 A,Armacell Llc Conover Plant,0
2327,"Rohlig India Pvt., Ltd.",Biocon Biologics India Ltd.,0
2328,Kreidlerdienst,Ltd. Lile,0
2329,I B International,"Faurecia Interior Systems India Pvt., Ltd.",0
2330,Shenzhen Sun Gallon Rubber & Plastic Corporation Ltd.,"Shenzhen Union Health Letter Plastic Mold Co., Ltd.",0
2331,"Zhejiang Jimintang Medical Trading Co., Ltd.","Ningbo Talent Trading Co., Ltd.",0
2332,Dynal Industries S.A,Bando Chemicals Industries Ltd.,0
2333,Shift Rubber Industries,United Leather Industries,0
2334,"Copefi - Components For Automotive, S.A.",iko sales,0
2335,Polymer Technology Sevices,Sole Tech Inc.,0
2336,Burch Material And Supplies,East Pest Supplies,0
2337,Gayla Industries Inc.,"Lucky Plastic Industries Pvt., Ltd.",0
2338,The Letter States The Guangzhou International Freight Forwarders Ltd.,H.S.,0
2339,"Zhentai (Guangzhou) Industry Co., Ltd.","Guangzhou Xieda Rubber Co., Ltd.",0
2340,Thermodyn Global,Rayzon Global Llp,0
2341,PLASTAY GROUP,Wright Asphalt Products Co.,0
2342,Pt Bdp Indonesia,Pt Toyota Tsusho Indonesia,0
2343,Mti Llc,"Luohe Tianlong Chemical Product Co., Ltd.",0
2344,Eet,Aanu Enterprises,0
2345,"Viat Instruments Pvt., Ltd.",Jubilant Industries Inc. Corporate,0
2346,Maa Durga Manufacturers,G.P. (Pvt) Ltd.,0
2347,Tega Industries Ltd.,Quimicos Industriales Asociados S.A.S,0
2348,Rising Stars Mobile India Private Ltd.,Precision Rubbers Industries Private Ltd.,0
2349,Navyug Rubber Industries,Rdis Srl,0
2350,Suzhou Industrial Park Dtw Internat,Industrias Tuk S.A. De C.V.,0
2351,"Shenzhen Q Feng Plastic Electronic Products Co., Lt",Tricab Inc.,0
2352,Protective Industries Products In,Dsi,0
2353,Mehler Engineered Products India Private Ltd.,Rieter India Private Ltd.,0
2354,"Guangzhou Yida Plastic Co., Ltd.","Huizhou Qi Yi Plastic Co., Ltd.",0
2355,"Mir International Co., Ltd.",Main Group,0
